,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,ride_distance,profit
0,7.0,2015-06-24 00:00:01 UTC,-73.99964904785155,40.76123428344727,-73.9841079711914,40.77537536621094,2.046383485388109,7.615958713470272
1,31.04,2015-06-24 00:00:04 UTC,-73.99227142333984,40.7428092956543,-73.89053344726562,40.70186996459961,9.723791020602508,26.80947755150627
2,12.0,2015-06-24 00:00:14 UTC,-73.9483871459961,40.70684814453125,-73.92407989501955,40.69064712524415,2.730787849177355,9.326969622943388
3,4.0,2015-06-24 00:00:22 UTC,-73.98435974121094,40.7686882019043,-73.98284149169923,40.771671295166016,0.35520523252982705,3.3880130813245675
4,10.0,2015-06-24 00:00:22 UTC,-73.98971557617188,40.739105224609375,-73.98331451416014,40.75913619995117,2.2891675193295513,8.222918798323878
5,9.5,2015-06-24 00:00:35 UTC,-73.90876770019531,40.7715072631836,-73.89913177490234,40.74612045288085,2.9342575175575196,9.835643793893798
6,31.0,2015-06-24 00:00:40 UTC,-73.98892974853516,40.7228889465332,-73.9227294921875,40.677730560302734,7.5133817932388425,21.283454483097106
7,8.5,2015-06-24 00:00:48 UTC,-73.98209381103516,40.76227951049805,-73.96890258789062,40.75170135498047,1.6188609505516949,6.547152376379238
8,28.5,2015-06-24 00:00:48 UTC,-73.988525390625,40.72136688232422,-73.91630554199219,40.76764297485352,7.975834570228037,22.43958642557009
9,7.0,2015-06-24 00:00:52 UTC,-73.98886108398438,40.743812561035156,-73.97473907470702,40.75798797607422,1.9749288213752607,7.437322053438152
10,13.0,2015-06-24 00:01:01 UTC,-73.9901123046875,40.756690979003906,-73.97061920166014,40.797523498535156,4.82379476378254,14.55948690945635
11,50.0,2015-06-24 00:01:03 UTC,-73.8729019165039,40.77423095703125,-73.96163177490234,40.65199661254883,15.506934808442843,41.26733702110711
12,7.0,2015-06-24 00:01:21 UTC,-74.00603485107422,40.73443984985352,-73.99137115478516,40.75516128540039,2.6132097279136817,9.033024319784204
13,20.5,2015-06-24 00:01:21 UTC,-73.98056030273438,40.76477813720703,-73.96247863769531,40.70762252807617,6.5282471367429284,18.82061784185732
14,5.0,2015-06-24 00:01:21 UTC,-73.98240661621094,40.75695419311523,-73.9697036743164,40.7536506652832,1.133703072613111,5.334257681532778
15,15.0,2015-06-24 00:01:22 UTC,-73.99146270751955,40.69609832763672,-73.95413208007811,40.73310089111328,5.180181824078647,15.450454560196619
16,8.0,2015-06-24 00:01:41 UTC,-73.98963165283203,40.72591018676758,-74.01001739501955,40.72990036010742,1.7782818818604396,6.945704704651099
17,6.5,2015-06-24 00:01:43 UTC,-74.00279235839844,40.72861862182617,-73.99791717529298,40.72267532348633,0.7779657639420499,4.444914409855125
18,13.0,2015-06-24 00:01:43 UTC,-73.98998260498048,40.75002670288085,-74.01673889160156,40.7093620300293,5.0498619573947385,15.124654893486847
19,8.5,2015-06-24 00:01:47 UTC,-74.00272369384766,40.7343635559082,-73.99266815185547,40.71860885620117,1.9448788722072472,7.362197180518118
20,24.5,2015-06-24 00:01:47 UTC,-73.77667236328125,40.645240783691406,-73.79225158691406,40.726829528808594,9.155467893045184,25.38866973261296
21,10.0,2015-06-24 00:01:58 UTC,-73.98499298095702,40.74766159057617,-73.9892578125,40.72182083129883,2.8921104149368206,9.730276037342051
22,19.0,2015-06-24 00:02:00 UTC,-73.9599609375,40.77350234985352,-73.98255920410156,40.72478103637695,5.737194995666267,16.84298748916567
23,5.5,2015-06-24 00:02:05 UTC,-73.9778823852539,40.78647994995117,-73.97087860107422,40.79681396484375,1.2908849633981798,5.72721240849545
24,14.0,2015-06-24 00:02:08 UTC,-73.96540832519531,40.80607604980469,-73.94388580322266,40.78619766235352,2.858710932523736,9.64677733130934
25,13.0,2015-06-24 00:02:11 UTC,-73.97657012939453,40.68275833129883,-73.95855712890625,40.64282989501953,4.688295573161815,14.220738932904538
26,7.0,2015-06-24 00:02:12 UTC,-73.98155975341797,40.76017379760742,-73.98905181884766,40.74823760986328,1.468756806463688,6.1718920161592195
27,10.0,2015-06-24 00:02:12 UTC,-74.00071716308595,40.7321662902832,-73.98345947265625,40.71492385864258,2.4066793086038754,8.51669827150969
28,6.5,2015-06-24 00:02:22 UTC,-73.97039031982422,40.758949279785156,-73.9844207763672,40.76403045654297,1.3122137498471682,5.78053437461792
29,8.5,2015-06-24 00:02:27 UTC,-73.97077178955078,40.75855255126953,-73.99065399169923,40.76667022705078,1.9055017585911496,7.263754396477874
30,45.04,2015-06-24 00:02:28 UTC,-73.9943618774414,40.74599838256836,-74.0391616821289,40.61946868896485,14.552300084808191,38.88075021202048
31,15.5,2015-06-24 00:02:36 UTC,-73.98719787597656,40.77117919921875,-73.95133209228516,40.80464172363281,4.792995582122164,14.48248895530541
32,12.0,2015-06-24 00:02:39 UTC,-73.99414825439453,40.750972747802734,-73.9714584350586,40.78372192382813,4.110484874905739,12.776212187264349
33,38.5,2015-06-24 00:02:53 UTC,-73.86275482177734,40.768867492675774,-73.9873275756836,40.722412109375,11.717841963377172,31.794604908442928
34,8.5,2015-06-24 00:02:55 UTC,-73.95049285888672,40.71683120727539,-73.94315338134766,40.70741653442383,1.2155939545385046,5.538984886346261
35,5.5,2015-06-24 00:02:58 UTC,-73.99174499511719,40.75038146972656,-73.98487854003906,40.757568359375,0.9865040649517735,4.966260162379434
36,34.0,2015-06-24 00:03:01 UTC,-73.87342834472656,40.77400588989258,-73.98998260498048,40.72724533081055,11.128903649299103,30.322259123247758
37,5.0,2015-06-24 00:03:03 UTC,-73.99136352539062,40.7501106262207,-73.98493957519531,40.757720947265625,1.004249855285617,5.0106246382140425
38,4.5,2015-06-24 00:03:05 UTC,-73.97147369384766,40.794578552246094,-73.9666976928711,40.799140930175774,0.64742129349283,4.118553233732075
39,9.5,2015-06-24 00:03:06 UTC,-73.98809051513672,40.745620727539055,-73.99539184570312,40.721588134765625,2.7391308783374493,9.347827195843623
40,15.5,2015-06-24 00:03:06 UTC,-73.988037109375,40.720985412597656,-73.95236206054686,40.77117156982422,6.335452784281427,18.33863196070357
41,5.0,2015-06-24 00:03:09 UTC,-73.98252868652342,40.75086975097656,-73.99108123779298,40.739273071289055,1.4765488583941127,6.191372145985282
42,10.0,2015-06-24 00:03:12 UTC,-73.98975372314453,40.76763916015625,-73.96305084228516,40.7994384765625,4.189339939095709,12.973349847739273
43,4.0,2015-06-24 00:03:18 UTC,-73.9771499633789,40.74721908569336,-73.97752380371094,40.752140045166016,0.5473792459863046,3.8684481149657612
44,4.5,2015-06-24 00:03:21 UTC,-73.99407196044923,40.75129699707031,-73.9881820678711,40.64446640014648,11.87377158331503,32.184428958287576
45,8.0,2015-06-24 00:03:34 UTC,-73.9782485961914,40.78316116333008,-73.95278930664062,40.78166961669922,2.1554242962316748,7.888560740579187
46,19.5,2015-06-24 00:03:43 UTC,-73.99604034423827,40.7436408996582,-73.97503662109375,40.67995071411133,7.291978238899979,20.729945597249948
47,5.0,2015-06-24 00:03:52 UTC,-73.9564437866211,40.77064514160156,-73.9491195678711,40.7767448425293,0.9171463569475125,4.792865892368781
48,13.5,2015-06-24 00:03:56 UTC,-73.99353790283203,40.72199630737305,-73.94767761230467,40.72681427001953,3.9112572977938496,12.278143244484625
49,14.0,2015-06-24 00:03:59 UTC,-73.97908020019531,40.7852897644043,-73.99165344238281,40.744873046875,4.612091668876373,14.030229172190934
50,6.0,2015-06-24 00:04:03 UTC,-73.98213958740234,40.74029541015625,-73.99540710449219,40.73349380493164,1.3514600494074882,5.878650123518721
51,16.0,2015-06-24 00:04:10 UTC,-73.98934936523438,40.757637023925774,-73.9518051147461,40.80910873413085,6.535671328439377,18.83917832109844
52,10.5,2015-06-24 00:04:21 UTC,-73.98796844482422,40.72063064575195,-73.95594024658203,40.71670150756836,2.7410736437151493,9.352684109287873
53,21.0,2015-06-24 00:04:21 UTC,-73.98925018310547,40.7525520324707,-73.9601058959961,40.68886184692383,7.489086122546712,21.22271530636678
54,8.0,2015-06-24 00:04:21 UTC,-73.98432159423827,40.72502517700195,-74.00556945800781,40.72565078735352,1.7964372366571608,6.991093091642902
55,9.5,2015-06-24 00:04:26 UTC,-73.96996307373048,40.75664138793945,-73.97863006591797,40.77487182617188,2.1526747862561946,7.881686965640487
56,43.0,2015-06-24 00:04:28 UTC,-73.7820587158203,40.64458084106445,-73.95980834960938,40.733245849609375,17.96379945459592,47.4094986364898
57,13.5,2015-06-24 00:04:29 UTC,-73.99439239501955,40.744361877441406,-73.9530258178711,40.767822265625,4.357716371034756,13.394290927586889
58,17.5,2015-06-24 00:04:33 UTC,-73.98060607910156,40.74497985839844,-73.96971893310547,40.79374694824219,5.493010329616511,16.232525824041275
59,8.0,2015-06-24 00:04:33 UTC,-74.00540161132812,40.72849655151367,-74.00777435302734,40.70566940307617,2.542834831992721,8.857087079981802
60,15.0,2015-06-24 00:04:40 UTC,-73.77684020996094,40.64502716064453,-73.7939682006836,40.667240142822266,2.860559982197084,9.65139995549271
61,7.5,2015-06-24 00:04:41 UTC,-73.99044036865234,40.72984313964844,-74.00581359863281,40.725547790527344,1.3835615687717175,5.958903921929294
62,21.54,2015-06-24 00:04:41 UTC,-73.98646545410156,40.75644302368164,-73.95375061035155,40.72887802124024,4.123723408646427,12.809308521616067
63,14.5,2015-06-24 00:04:47 UTC,-73.9814453125,40.76030731201172,-73.98042297363281,40.72205352783203,4.248918511767695,13.122296279419237
64,38.5,2015-06-24 00:04:57 UTC,-73.98970031738281,40.75739669799805,-73.85832977294923,40.82184600830078,13.19721728704349,35.49304321760872
65,8.5,2015-06-24 00:05:02 UTC,-73.9544677734375,40.71066284179688,-73.9542465209961,40.73161697387695,2.3270004754588385,8.317501188647096
66,4.5,2015-06-24 00:05:28 UTC,-73.95231628417969,40.780948638916016,-73.94251251220702,40.79460144042969,1.7272551252206088,6.818137813051522
67,7.5,2015-06-24 00:05:37 UTC,-73.96206665039062,40.80532836914063,-73.9526138305664,40.82624816894531,2.4562322391017886,8.640580597754472
68,26.5,2015-06-24 00:05:44 UTC,-73.99729919433594,40.72576141357422,-73.95272827148438,40.80083084106445,9.146510327203785,25.366275818009463
69,15.0,2015-06-24 00:05:44 UTC,-73.95564270019531,40.74510955810547,-73.91336822509766,40.77539825439453,4.904653433843875,14.761633584609688
70,13.0,2015-06-24 00:05:55 UTC,-74.00474548339844,40.71255493164063,-73.98456573486328,40.74663162231445,4.15043568205029,12.876089205125725
71,12.0,2015-06-24 00:05:56 UTC,-73.9808120727539,40.750648498535156,-74.01036834716798,40.71900177001953,4.3108980791510625,13.277245197877656
72,57.54,2015-06-24 00:06:07 UTC,-73.79020690917969,40.64392852783203,-73.97406005859375,40.7475700378418,19.33739739626521,50.84349349066302
73,13.0,2015-06-24 00:06:10 UTC,-73.94503021240234,40.80854415893555,-73.97708892822266,40.78782653808594,3.5514483924566878,11.378620981141719
74,7.5,2015-06-24 00:06:13 UTC,-73.98377990722656,40.74953079223633,-73.96993255615234,40.75701141357422,1.4344151550349562,6.08603788758739
75,3.5,2015-06-24 00:06:20 UTC,-73.98066711425781,40.73058700561523,-73.987548828125,40.733558654785156,0.6684654555904334,4.1711636389760836
76,24.0,2015-06-24 00:06:21 UTC,-73.98731994628906,40.74467849731445,-73.94160461425781,40.8267707824707,9.89934311860544,27.248357796513602
77,6.0,2015-06-24 00:06:21 UTC,-73.99498748779298,40.75508880615234,-73.98880004882812,40.74565887451172,1.170318551434496,5.42579637858624
78,7.0,2015-06-24 00:06:21 UTC,-74.00975799560547,40.721355438232415,-73.99751281738281,40.737586975097656,2.0782353835756724,7.695588458939181
79,12.5,2015-06-24 00:06:36 UTC,-73.97936248779298,40.75252914428711,-73.948486328125,40.772377014160156,3.413922447884622,11.034806119711556
80,9.0,2015-06-24 00:06:43 UTC,-73.97820281982422,40.76232147216797,-73.97607421875,40.7474250793457,1.663969548070695,6.659923870176738
81,6.0,2015-06-24 00:06:44 UTC,-73.97898864746094,40.75613021850585,-73.97280883789062,40.7467041015625,1.1696484140591579,5.424121035147895
82,11.0,2015-06-24 00:06:52 UTC,-73.9969711303711,40.74238967895508,-73.9688491821289,40.75499725341797,2.756961065311674,9.392402663279185
83,14.0,2015-06-24 00:07:02 UTC,-73.98603820800781,40.72262573242188,-73.93611145019531,40.69744491577149,5.0614993625119755,15.153748406279938
84,8.5,2015-06-24 00:07:03 UTC,-73.9900665283203,40.7292594909668,-73.99193572998048,40.74926376342773,2.227055394911458,8.067638487278646
85,45.54,2015-06-24 00:07:10 UTC,-73.86495971679686,40.76960372924805,-73.98408508300781,40.72709655761719,11.113001307467764,30.28250326866941
86,26.0,2015-06-24 00:07:10 UTC,-73.98645782470702,40.66899871826172,-73.87128448486328,40.65562057495117,9.852069305759093,27.130173264397733
