,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,ride_distance,profit
0,13.0,2015-06-22 00:00:04 UTC,-74.00760650634766,40.74098205566406,-73.97338104248048,40.75690841674805,3.3886214219560324,10.97155355489008
1,48.54,2015-06-22 00:00:04 UTC,-73.87482452392578,40.77402877807617,-74.01640319824219,40.711124420166016,13.848815438296862,37.122038595742154
2,9.5,2015-06-22 00:00:06 UTC,-73.98904418945312,40.74216079711913,-73.98137664794923,40.76411056518555,2.5220409533746917,8.80510238343673
3,13.0,2015-06-22 00:00:08 UTC,-73.98764038085938,40.74177169799805,-73.98793029785155,40.779823303222656,4.2256745454593805,13.064186363648451
4,6.5,2015-06-22 00:00:16 UTC,-73.96757507324219,40.76301193237305,-73.9837417602539,40.74093627929688,2.806017431411043,9.515043578527607
5,10.0,2015-06-22 00:00:18 UTC,-74.00981903076173,40.70613098144531,-73.9928207397461,40.73675155639648,3.6912146310382923,11.72803657759573
6,7.5,2015-06-22 00:00:27 UTC,-73.98204803466798,40.76810836791992,-73.9932632446289,40.75262069702149,1.9633777981167866,7.408444495291967
7,4.5,2015-06-22 00:00:33 UTC,-73.9887466430664,40.74858093261719,-73.98320770263672,40.7563591003418,0.9822817749622383,4.955704437405596
8,11.0,2015-06-22 00:00:46 UTC,-73.99419403076173,40.7202262878418,-73.94742584228516,40.71128845214844,4.074444480356155,12.686111200890387
9,9.0,2015-06-22 00:00:55 UTC,-73.98342895507811,40.76546096801758,-73.96859741210938,40.79139709472656,3.140557289887526,10.351393224718814
10,14.5,2015-06-22 00:00:56 UTC,-73.95146179199219,40.7249412536621,-73.91112518310547,40.70480728149415,4.076221910703485,12.690554776758713
11,13.5,2015-06-22 00:01:01 UTC,-73.98153686523438,40.76372146606445,-73.9593048095703,40.80925369262695,5.393324071499066,15.983310178747665
12,9.5,2015-06-22 00:01:03 UTC,-73.98213195800781,40.768062591552734,-73.9935073852539,40.752201080322266,2.0062876542642343,7.515719135660586
13,8.0,2015-06-22 00:01:04 UTC,-73.9649658203125,40.79170608520508,-73.9425048828125,40.78623580932617,1.9907199467647347,7.476799866911837
14,10.5,2015-06-22 00:01:17 UTC,-73.98897552490234,40.75941467285156,-74.00453186035155,40.72116470336913,4.446204675064717,13.615511687661792
15,29.54,2015-06-22 00:01:19 UTC,-73.87306213378906,40.7741584777832,-73.95552825927734,40.77605056762695,6.96500237016374,19.91250592540935
16,5.5,2015-06-22 00:01:20 UTC,-73.97750091552734,40.76359176635742,-73.97032928466798,40.75318145751953,1.3050670894403515,5.762667723600879
17,57.54,2015-06-22 00:01:23 UTC,-73.78130340576173,40.64492416381836,-73.98477935791014,40.76828384399415,21.98482958494823,57.462073962370575
18,57.54,2015-06-22 00:01:32 UTC,-73.78975677490234,40.64678955078125,-73.981689453125,40.78010177612305,21.95872074903196,57.3968018725799
19,3.0,2015-06-22 00:01:41 UTC,-73.93929290771484,40.80756378173828,-73.93650817871094,40.81235885620117,0.5820298382339177,3.9550745955847946
20,7.0,2015-06-22 00:01:47 UTC,-73.97374725341797,40.76326370239258,-73.97358703613281,40.74884033203125,1.601760816033249,6.504402040083122
21,3.5,2015-06-22 00:01:58 UTC,-73.98287200927734,40.72690963745117,-73.97789764404298,40.72930145263672,0.4971361635187914,3.7428404087969787
22,31.54,2015-06-22 00:01:58 UTC,-73.87454986572266,40.774070739746094,-73.9593276977539,40.76329803466797,7.2569604825506495,20.642401206376626
23,34.54,2015-06-22 00:02:01 UTC,-73.87349700927734,40.77400207519531,-73.98473358154298,40.7569580078125,9.580822202717203,26.452055506793005
24,37.0,2015-06-22 00:02:18 UTC,-73.79046630859375,40.64404296875,-73.87625122070312,40.74271774291992,13.139439771962786,35.34859942990697
25,34.04,2015-06-22 00:02:31 UTC,-73.87084197998048,40.773719787597656,-73.96923065185547,40.760841369628906,8.42920424875068,23.5730106218767
26,10.0,2015-06-22 00:02:39 UTC,-73.99378204345702,40.75150680541992,-73.96612548828125,40.75710678100585,2.4168834064413915,8.542208516103479
27,9.5,2015-06-22 00:02:49 UTC,-73.97232055664062,40.74311065673828,-73.98761749267578,40.72154235839844,2.721478937776871,9.303697344442178
28,5.5,2015-06-22 00:02:50 UTC,-73.9814453125,40.77869033813477,-73.96910858154298,40.78551864624024,1.2881884738920373,5.720471184730093
29,7.5,2015-06-22 00:02:55 UTC,-74.0011978149414,40.73650741577149,-74.00601959228516,40.74533081054688,1.0610978771163198,5.152744692790799
30,12.0,2015-06-22 00:02:57 UTC,-73.9983901977539,40.74538040161133,-73.98882293701173,40.720947265625,2.831075131404967,9.577687828512417
31,7.5,2015-06-22 00:02:58 UTC,-74.00370025634766,40.732364654541016,-73.98377990722656,40.7378044128418,1.7878402256396795,6.969600564099199
32,31.0,2015-06-22 00:03:01 UTC,-73.87300872802734,40.77406311035156,-73.9970474243164,40.68920516967773,14.092306487844802,37.73076621961201
33,13.0,2015-06-22 00:03:12 UTC,-73.99127960205078,40.74976348876953,-73.95074462890625,40.770851135253906,4.147172700011896,12.86793175002974
34,14.0,2015-06-22 00:03:20 UTC,-73.9861831665039,40.73286819458008,-73.95679473876955,40.77998352050781,5.790838618047798,16.977096545119494
35,9.0,2015-06-22 00:03:27 UTC,-73.96324920654298,40.76581573486328,-73.96930694580078,40.7903938293457,2.776880106512411,9.442200266281027
36,4.5,2015-06-22 00:03:36 UTC,-73.99444580078125,40.75023651123047,-74.00496673583984,40.74676513671875,0.9685569696911169,4.921392424227792
37,13.5,2015-06-22 00:03:46 UTC,-73.98238372802734,40.774879455566406,-73.99861145019531,40.73410034179688,4.731291632038761,14.328229080096902
38,11.5,2015-06-22 00:03:50 UTC,-73.98066711425781,40.76022720336913,-73.9717254638672,40.79558181762695,3.9980187161219303,12.495046790304826
39,22.5,2015-06-22 00:03:50 UTC,-73.99199676513672,40.734954833984375,-73.9534683227539,40.75785827636719,4.130055378276256,12.82513844569064
40,13.0,2015-06-22 00:03:53 UTC,-73.99365997314453,40.71841812133789,-73.97361755371094,40.73810958862305,2.765603101977259,9.414007754943148
